Id,Name,Desc,Type,Race,Archetype,Attribute,Atk,Def,Level,Price
21140872,Red-Eyes Slash Dragon,"""Red-Eyes B. Dragon"" + 1 Warrior monster
When a ""Red-Eyes"" monster declares an attack: You can target 1 Warrior monster in your GY; equip it to this card as an Equip Spell with this effect. ● The equipped monster gains 200 ATK.
When a card or effect is activated that targets a card you control (Quick Effect): You can send 1 Equip Card you control to the GY; negate the activation, and if you do, destroy that card. If this card is destroyed by battle or card effect: You can Special Summon as many monsters from your GY as possible, that were equipped to this card.",Fusion Monster,Dragon,Red-Eyes,DARK,2800,2400,7,9.59
44397496,Red-Eyes Spirit,"Target 1 ""Red-Eyes"" monster in your GY; Special Summon it.",Trap Card,Normal,Red-Eyes,,,,,0.47
31733941,Red-Eyes Toon Dragon,"Cannot attack the turn it is Summoned. While you control ""Toon World"" and your opponent controls no Toon monsters, this card can attack your opponent directly. Once per turn: You can Special Summon 1 Toon monster from your hand, except ""Red-Eyes Toon Dragon"", ignoring its Summoning conditions.",Toon Monster,Dragon,Toon,DARK,2400,2000,7,1.82
45410988,Red-Eyes Transmigration,"This card is used to Ritual Summon ""Lord of the Red"". You must also Tribute monsters from your hand or field, and/or banish ""Red-Eyes"" monsters from your Graveyard, except ""Red-Eyes B. Chick"", whose total Levels equal 8 or more.",Spell Card,Ritual,Red-Eyes,,,,,0.25
67300516,Red-Eyes Wyvern,"During your End Phase, if you did not Normal Summon/Set a monster this turn: You can banish this card from your Graveyard; Special Summon 1 ""Red-Eyes"" monster from your Graveyard, except ""Red-Eyes B. Chick"".",Effect Monster,Dragon,Red-Eyes,WIND,1800,1600,4,0.90
5186893,Red-Eyes Zombie Dragon,You can Tribute Summon this card in Attack Position by Tributing 1 Zombie monster. When this card destroys a Zombie monster by battle and sends it to the GY: You can Special Summon that Zombie monster.,Effect Monster,Zombie,Red-Eyes,DARK,2400,2000,7,0.41
28240337,Red-Eyes Zombie Necro Dragon,"1 Tuner + 1+ non-Tuner monsters
Gains 100 ATK/DEF for each Zombie monster on the field and in the GYs. When another Zombie monster is destroyed by battle: You can Special Summon 1 Zombie monster from either GY to your field. You can only use this effect of ""Red-Eyes Zombie Necro Dragon"" once per turn.",Synchro Monster,Zombie,Red-Eyes,DARK,2400,2000,7,3.10
30494314,Red-Headed Oni,"When this card is Special Summoned from the Graveyard by the effect of a Zombie-Type monster: You can target 1 face-up Zombie-Type monster you control; detach 1 Xyz Material from a monster on the field, and if you do, increase the targeted monster's Level by 1 and its ATK by 300 (even if the targeting conditions are no longer correct).",Effect Monster,Zombie,,DARK,1700,1000,4,0.09
68769900,"Redbeard, the Plunder Patroll Matey","During your opponent's turn (Quick Effect): You can Special Summon 1 ""Plunder Patroll"" monster from your Extra Deck with the same Attribute as a monster your opponent controls or is in their GY, and if you do, equip this card you control to it. If this card is sent from the hand or Monster Zone to the GY: You can target 1 ""Plunder Patroll"" monster you control, except ""Redbeard, the Plunder Patroll Matey""; equip this card to it. You can only use each effect of ""Redbeard, the Plunder Patroll Matey"" once per turn.",Effect Monster,Fiend,Plunder Patroll,WATER,1000,1000,4,6.76
84404797,Redeemable Jar,"You can banish 1 Trap from your GY; add from your GY to your hand, 1 Trap with a different original name from that banished card. You can only use this effect of ""Redeemable Jar"" once per turn.",Trap Card,Continuous,,,,,,0.24
90411554,"Redox, Dragon Ruler of Boulders","If this card is in your hand or Graveyard: You can banish a total of 2 EARTH and/or Dragon-Type monsters from your hand and/or Graveyard, except this card; Special Summon this card. During your opponent's End Phase, if this card was Special Summoned: Return it to the hand. You can discard this card and 1 EARTH monster to the Graveyard, then target 1 monster in your Graveyard; Special Summon that target. If this card is banished: You can add 1 EARTH Dragon-Type monster from your Deck to your hand. You can only use 1 ""Redox, Dragon Ruler of Boulders"" effect per turn, and only once that turn.",Effect Monster,Dragon,,EARTH,1600,3000,7,1.94
71353388,Reed Butterfly,"If your opponent controls a face-up Synchro Monster(s) and you control no face-up Synchro Monsters, you can Special Summon this card from your hand.",Effect Monster,Insect,Butterfly,WIND,300,600,1,0.17
30276969,Reese the Ice Mistress,This card cannot be destroyed by battle with a Level 4 or higher monster.,Tuner Monster,Sea Serpent,,WATER,800,800,2,0.35
51023024,Reeshaddoll Wendi,"FLIP: You can Special Summon 1 ""Shaddoll"" monster from your Deck in face-up or face-down Defense Position, except ""Reeshaddoll Wendi"".
If this card is sent to the GY by a card effect: You can Special Summon 1 ""Shaddoll"" monster from your Deck in face-down Defense Position, except ""Reeshaddoll Wendi"". You can only use 1 ""Reeshaddoll Wendi"" effect per turn, and only once that turn.",Flip Effect Monster,Psychic,Shaddoll,WIND,1500,1000,3,4.05
36331074,"Reeze, Whirlwind of Gusto","Once per turn: You can return 1 card from your hand to the bottom of the Deck to target 1 monster your opponent controls and 1 face-up ""Gusto"" monster you control; switch control of both monsters.",Effect Monster,Psychic,Gusto,WIND,1900,1400,5,0.50
2851070,Reflect Bounder,"Before damage calculation, if this card is being attacked by an opponent's monster, and was in face-up Attack Position at the start of the Damage Step: Inflict damage to your opponent equal to the attacking monster's ATK. If you do, after damage calculation: Destroy this card.",Effect Monster,Machine,,LIGHT,1700,1000,4,1.13
39000945,Reflection of Endymion,"[ Pendulum Effect ]
Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell resolves. You can remove 3 Spell Counters from this card; Special Summon both this card from your Pendulum Zone and 1 monster from your hand that you can place a Spell Counter on, and if you do, place 1 Spell Counter on each.
----------------------------------------
[ Monster Effect ]
You can only Special Summon ""Reflection(s) of Endymion"" once per turn. If this card is Special Summoned: You can target 1 card your opponent controls, and 1 card you control with a Spell Counter, except this card; return that opponent's card and your card to the hand, then place the same number of Spell Counters on this card that your returned card had. When this card with a Spell Counter is destroyed by battle: You can add 1 ""Endymion"" card from your Deck to your hand.",Pendulum Effect Monster,Spellcaster,Endymion,LIGHT,1850,2700,7,0.54
70821187,Regenerating Mummy,When this card is sent from your hand to your Graveyard by an opponent's card effect: Return this card to the hand.,Effect Monster,Zombie,,DARK,1800,1500,4,0.15
31986288,Regenerating Rose,"When this card is destroyed by battle and sent to the Graveyard, you can Special Summon 2 ""Regenerating Rose Tokens"" (Plant-Type/DARK/Level 3/ATK 1200/DEF 1200).",Effect Monster,Plant,Rose Dragon,DARK,0,1500,7,0.28
31986289,Regenerating Rose Token,"Special Summoned with the effect of ""Regenerating Rose"".",Token,Plant,Rose Dragon,DARK,1200,1200,3,1.93
79544790,Regretful Rebirth,"When a monster you control is destroyed by battle and sent to the Graveyard: Target that monster; Special Summon it in face-up Defense Position, but it is destroyed during your End Phase.",Trap Card,Normal,,,,,,0.20
20210570,Regulus,"Once per turn, you can select 1 Field Spell Card in your Graveyard. Return it to the Deck.",Effect Monster,Beast,,LIGHT,1700,1000,4,0.12
99458769,"Reign-Beaux, Overlord of Dark World",If this card is discarded from your hand to your Graveyard by an opponent's card effect: Special Summon this card from the Graveyard. When this card is Special Summoned this way: Destroy all monsters your opponent controls OR all Spell/Trap Cards they control.,Effect Monster,Fiend,Dark World,DARK,2500,1800,7,0.20
10118318,Reinforce Truth,Special Summon 1 Level 2 or lower Warrior-Type monster from your Deck. You cannot conduct your Battle Phase the turn you activate this card.,Trap Card,Normal,,,,,,0.17
80102359,Reinforced Human Psychic Borg,"Up to twice per turn, you can remove from play 1 Psychic-Type monster from your Graveyard to have this card gain 500 ATK.",Effect Monster,Psychic,,EARTH,1500,800,4,0.60
11224934,Reinforced Space,"Each face-up Xyz Monster you control gains 300 ATK for each Xyz Material attached to it, until the End Phase.",Trap Card,Normal,,,,,,0.15
32807846,Reinforcement of the Army,Add 1 Level 4 or lower Warrior monster from your Deck to your hand.,Spell Card,Normal,,,,,,0.14
79371897,Reinforcement of the Army's Troops,"When an attack is declared involving your Warrior monster: You can Special Summon 1 Level 4 or lower Warrior monster from your hand. You can only use this effect of ""Reinforcement of the Army's Troops"" once per turn.",Spell Card,Continuous,,,,,,0.13
17814387,Reinforcements,Target 1 face-up monster on the field; it gains 500 ATK until the end of this turn.,Trap Card,Normal,,,,,,0.22
78161960,Reject Reborn,"When an opponent's monster declares a direct attack: End the Battle Phase, then you can Special Summon 1 Tuner and 1 Synchro Monster from your Graveyard, but they have their effects negated.",Trap Card,Normal,,,,,,0.18
74845897,Rekindling,"Special Summon from your GY as many FIRE monsters as possible with 200 DEF, but banish them during the End Phase of this turn.",Spell Card,Normal,,,,,,0.35
42776960,Relay Soul,"Special Summon 1 monster from your hand. While it is face-up on your side of the field, you take no damage. When it leaves the field, your opponent wins the Duel.",Trap Card,Normal,,,,,,0.13
26956670,Release from Stone,"Select 1 of your removed from play Rock-Type monsters, and Special Summon it. When this card is removed from the field, destroy that monster. When that monster is destroyed, destroy this card.",Trap Card,Continuous,,,,,,0.40
75417459,Release Restraint,"Tribute 1 ""Gearfried the Iron Knight""; Special Summon 1 ""Gearfried the Swordmaster"" from your hand or Deck.",Spell Card,Normal,,,,,,0.16
98847704,Release Restraint Wave,Target 1 face-up Equip Spell Card you control; destroy the Equip Spell Card and all face-down Spell and Trap Cards your opponent controls.,Spell Card,Normal,,,,,,0.14
38777931,"Release, Reverse, Burst","Tribute 1 ""Utopia"" monster; destroy all Set Spell and Trap Cards your opponent controls.",Trap Card,Normal,Utopia,,,,,0.09
37507488,Relieve Monster,"When an opponent's monster declares an attack: Target 1 monster you control; return that target to the hand, then Special Summon 1 Level 4 monster from your hand.",Trap Card,Normal,,,,,,0.22
50185950,Relinkuriboh,"If this card is Tributed: Draw 1 card. If your monster would be destroyed by battle, you can banish this card from your GY instead.",Effect Monster,Fiend,Kuriboh,DARK,300,200,1,0.36
64631466,Relinquished,"You can Ritual Summon this card with ""Black Illusion Ritual"". Once per turn: You can target 1 monster your opponent controls; equip that target to this card (max. 1). This card's ATK/DEF become equal to that equipped monster's. If this card would be destroyed by battle, destroy that equipped monster instead. While equipped with that monster, any battle damage you take from battles involving this card inflicts equal effect damage to your opponent.",Ritual Effect Monster,Spellcaster,Eyes Restrict,DARK,0,0,1,0.22
94259633,Relinquished Anima,"1 Level 1 monster, except a Token
You can target 1 face-up monster this card points to; equip that face-up monster to this card (max. 1). You can only use this effect of ""Relinquished Anima"" once per turn. This card gains ATK equal to that equipped monster's.",Link Monster,Spellcaster,Eyes Restrict,DARK,0,,,13.47
78063197,Relinquished Fusion,"Fusion Summon 1 ""Eyes Restrict"" Fusion Monster from your Extra Deck, by banishing materials from your hand, field and/or GY. During your Main Phase: You can banish this card from your GY, then target 1 Effect Monster your opponent controls; equip that target to an ""Eyes Restrict"" Fusion Monster or ""Relinquished"" you control, as if it were equipped by that monster's effect. You can only use each effect of ""Relinquished Fusion"" once per turn.",Spell Card,Quick-Play,Eyes Restrict,,,,,0.64
54248491,Relinquished Spider,"If you have 4 or more Insect-Type monsters in your Graveyard, you can Tribute this card to destroy all face-up Defense Position monsters your opponent controls.",Effect Monster,Insect,,EARTH,300,500,2,0.15
22589918,Reload,Add all cards in your hand to your Deck and shuffle it. Then draw the same number of cards that you added to your Deck.,Spell Card,Quick-Play,,,,,,0.38
15943341,Reloaded Cylinder,"Set 1 ""Magic Cylinder"" directly from your Deck or GY, and if it was Set from the Deck, it can be activated this turn. When you activate ""Magic Cylinder"": You can banish this card from your GY; double the damage inflicted to your opponent by its effect. You can only use this effect of ""Reloaded Cylinder"" once per turn.",Trap Card,Normal,,,,,,0.00
54658815,Remote Rebirth,Target 1 monster in your opponent's GY; Special Summon it in an opponent's Main Monster Zone your Link Monster points to.,Trap Card,Normal,,,,,,0.05
61656650,Remote Revenge,"Activate only when a monster you control is targeted by a Spell, Trap, or Effect Monster's effect that destroys 1 monster on the field. Switch the target to an appropriate monster your opponent controls.",Trap Card,Normal,,,,,,0.16
94739788,Remove Brainwashing,The control of all monsters on the field returns to the owners.,Trap Card,Continuous,,,,,,0.29
51482758,Remove Trap,Select 1 face-up Trap Card on the field and destroy it.,Spell Card,Normal,,,,,,0.32
81306186,Renewal of the World,"When this card is activated: Banish 1 Ritual Monster from your Deck. You can send this card to the GY, then activate 1 of these effects;
● Tribute 1 monster from your hand or field, or shuffle 1 Ritual Monster from your GY into the Deck, whose Level equals or exceeds the Level of the monster banished by this card's effect, then Ritual Summon that monster.
● Add the monster banished by this card's effect to your hand.
You can only use 1 ""Renewal of the World"" effect per turn, and only once that turn.",Trap Card,Continuous,,,,,,0.27
60606759,"Renge, Gatekeeper of Dark World","His renowned athletic physique has made him famous with the populace of Dark World. They call him ""Iron Wall Renge"" because no one can break through his incredible defenses.",Normal Monster,Fiend,Dark World,DARK,100,2100,4,0.09
34989413,Reprodocus,"2 monsters
You can activate 1 of these effects.
● Declare 1 Monster Type; all face-up monsters this card points to become that Type until the end of this turn.
● Declare 1 Attribute; all face-up monsters this card points to become that Attribute until the end of this turn.
You can only use this effect of ""Reprodocus"" once per turn.",Link Monster,Dinosaur,,EARTH,800,,,0.22
81782101,Reptia Egg,"Cannot be destroyed by battle. During the Standby Phase of your next turn after this card was Normal Summoned: You can Tribute this card; Special Summon up to 3 Level 4 or lower Reptile and/or Rock monsters from your hand and/or Deck (if you Special Summon 2 or more monsters, they must have the same name), but banish them during the End Phase. You can only use this effect of ""Reptia Egg"" once per turn.",Effect Monster,Reptile,,EARTH,0,0,1,0.00
89594399,Reptilianne Coatl,"If you control a DARK Reptile monster: You can Special Summon this card from your hand, then, if your opponent controls a monster(s) with 0 ATK, you can Special Summon ""Reptilianne"" monsters from your hand up to the number of those monsters. You can only use this effect of ""Reptilianne Coatl"" once per turn. If this card you control is used as Synchro Material for a Reptile monster, you can treat it as a non-Tuner.",Tuner Monster,Reptile,Reptilianne,DARK,1400,1000,4,0.00
8602351,Reptilianne Echidna,"2 monsters, including a Reptile monster
If this card is Link Summoned: You can target 1 face-up monster your opponent controls; change its ATK to 0. During your Main Phase, if your opponent controls a monster(s) with 0 ATK: You can add Reptile monsters with different names from your Deck to your hand, up to the number of monsters your opponent controls with 0 ATK, also, you cannot Special Summon monsters from the Extra Deck for the rest of this turn, except Reptile monsters. You can only use each effect of ""Reptilianne Echidna"" once per turn.",Link Monster,Reptile,Reptilianne,DARK,200,,,0.71
43002864,Reptilianne Gardna,"When this card you control is destroyed and sent to the Graveyard, add 1 ""Reptilianne"" monster from your Deck to your hand.",Effect Monster,Reptile,Reptilianne,WATER,0,2000,4,0.18
43426903,Reptilianne Gorgon,"If this card attacks a monster, after damage calculation: The ATK of that monster becomes 0, also it cannot change its battle position.",Effect Monster,Reptile,Reptilianne,DARK,1400,1400,3,0.15
60634565,Reptilianne Hydra,"1 ""Reptilianne"" Tuner + 1 or more non-Tuner monsters
When this card is Synchro Summoned, destroy all face-up monsters with 0 ATK that your opponent controls, and draw 1 card for each monster destroyed.",Synchro Monster,Reptile,Reptilianne,DARK,2100,1500,6,0.67
57647597,Reptilianne Lamia,"If this card is in your hand and all monsters you control are face-up Reptile monsters (min. 1): You can target 1 face-up monster your opponent controls; change its ATK to 0, and if you do, Special Summon this card, then take damage equal to that monster's original ATK. If this card is sent to the GY as Synchro Material: You can target up to 2 face-up monsters on the field; change their ATK to 0. You can only use 1 ""Reptilianne Lamia"" effect per turn, and only once that turn.",Tuner Monster,Reptile,Reptilianne,DARK,0,0,2,0.17
81615450,Reptilianne Lamification,"Send 1 card from your hand to the GY, then activate 2 of these effects;
● Add 1 ""Reptilianne"" monster from your Deck to your hand.
● Add 1 ""Reptilianne"" Spell/Trap from your Deck to your hand, except ""Reptilianne Lamification"".
● Change the ATK of 1 face-up monster your opponent controls to 0.
You can only activate 1 ""Reptilianne Lamification"" per turn.",Spell Card,Normal,Reptilianne,,,,,0.00
89810518,Reptilianne Medusa,"Send 1 card from your hand to the Graveyard and select 1 face-up monster your opponent controls. The ATK of the selected monster becomes 0, and it cannot change its battle position.",Effect Monster,Reptile,Reptilianne,DARK,2200,800,6,0.21
32138660,Reptilianne Melusine,"1 Reptile Tuner + 1+ non-Tuner monsters
If this card was Synchro Summoned using only Reptile monsters as material, it cannot be destroyed by battle or card effects. Once per Chain, when your opponent activates a monster effect (Quick Effect): You can target 1 face-up monster they control; change its ATK to 0. If this Synchro Summoned card you control is sent to your GY by an opponent's card: You can add 1 Reptile monster from your Deck to your hand.",Synchro Monster,Reptile,Reptilianne,DARK,2500,2800,8,0.00
79491903,Reptilianne Naga,"This card cannot be destroyed by battle. The ATK of any monster that battles this card becomes 0 at the end of that Battle Phase. During your End Phase, change this face-up Defense Position card on the field to face-up Attack Position.",Effect Monster,Reptile,Reptilianne,DARK,0,0,1,0.49
42090294,Reptilianne Nyaminy,"During the Main Phase, if you have a Reptile monster in your GY (Quick Effect): You can send this card from your hand to the GY, then target 1 face-up monster your opponent controls; change its ATK to 0. If your opponent controls a monster with 0 ATK: You can Special Summon this card from your GY. You can only use 1 ""Reptilianne Nyaminy"" effect per turn, and only once that turn.",Effect Monster,Reptile,Reptilianne,DARK,200,0,2,0.00
90576781,Reptilianne Poison,"Activate only if you control a face-up ""Reptilianne"" monster. Change 1 Defense Position monster your opponent controls to face-up Attack Position and reduce its ATK to 0.",Spell Card,Normal,Reptilianne,,,,,0.20
91580102,Reptilianne Rage,The equipped monster becomes Reptile-Type. It gains 800 ATK. If this card is destroyed and sent to the Graveyard: Target 1 face-up monster your opponent controls; it loses 800 ATK.,Spell Card,Equip,Reptilianne,,,,,0.09
17000165,Reptilianne Recoil,"You can target 1 monster you control with 0 ATK and 1 DARK Reptile monster in your GY; destroy that monster on the field, and if you do, Special Summon the other monster from your GY. If your opponent activates a monster effect: You can target 1 face-up monster they control with 0 ATK; take control of it, then Special Summon 1 ""Reptilianne Token"" (Reptile/EARTH/Level 1/ATK 0/DEF 0) to your opponent's field. You can only use each effect of ""Reptilianne Recoil"" once per turn.",Spell Card,Field,Reptilianne,,,,,0.00
16909657,Reptilianne Scylla,"If this card destroys a monster with 0 ATK by battle, you can Special Summon that monster from the Graveyard to your side of the field in face-up Defense Position. The effect(s) of that monster is negated.",Effect Monster,Reptile,Reptilianne,DARK,1800,1200,4,0.22
16008155,Reptilianne Servant,Destroy this card if there are face-up monsters on the field other than this card. Destroy this card when it is targeted by the effect of a Spell or Trap Card. Neither player can Normal Summon a monster while this card is face-up on the field.,Effect Monster,Reptile,Reptilianne,DARK,100,100,1,0.11
21179143,Reptilianne Spawn,"Remove from play 1 ""Reptilianne"" monster from your Graveyard. Special Summon 2 ""Reptilianne Tokens"" (Reptile-Type/EARTH/Level 1/ATK 0/DEF 0) to your side of the field.",Spell Card,Normal,Reptilianne,,,,,1.81
21179144,Reptilianne Token,"Special Summoned with the effect of ""Reptilianne Spawn"".",Token,Reptile,Reptilianne,EARTH,0,0,1,0.00
16886617,Reptilianne Vaskii,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by Tributing 2 face-up monsters with 0 ATK from anywhere on the field. Once per turn, you can select and destroy 1 face-up monster your opponent controls. There can only be 1 face-up ""Reptilianne Vaskii"" on the field.",Effect Monster,Reptile,Reptilianne,DARK,2600,0,8,2.40
42303365,Reptilianne Viper,"When this card is Normal Summoned, you can select and take control of 1 face-up monster with 0 ATK your opponent controls.",Tuner Monster,Reptile,Reptilianne,DARK,0,0,2,0.41
14878871,Rescue Cat,"You can send this card to the Graveyard; Special Summon 2 Level 3 or lower Beast-Type monsters from your Deck, but they have their effects negated, also they are destroyed during the End Phase. You can only use this effect of ""Rescue Cat"" once per turn.",Effect Monster,Beast,,EARTH,300,100,4,14.43
56343672,Rescue Ferret,"You can shuffle this card you control into the Deck; Special Summon monster(s) from your Deck, except ""Rescue Ferret"", whose total Levels equal 6, to your zone(s) a Link Monster(s) points to, but those Summoned monsters have their effects negated, also destroy them during the End Phase. You can only use this effect of ""Rescue Ferret"" once per turn.",Effect Monster,Beast,,EARTH,300,100,4,0.25
50485594,Rescue Hamster,"[ Pendulum Effect ]
You can banish this card from your Pendulum Zone; add 2 face-up Pendulum Monster Cards with the same name from your Extra Deck to your hand. You can only use this effect of ""Rescue Hamster"" once per Duel.
----------------------------------------
[ Monster Effect ]
During the turn this card was Normal Summoned, if you have a face-up Level 5 or lower Pendulum Monster Card in your Extra Deck: You can Tribute this card; choose 1 Level 5 or lower Pendulum Monster Card in your Extra Deck, and Special Summon 2 monsters from your Deck with the same name as that card, but their effects are negated, also they are destroyed during the End Phase.",Pendulum Effect Monster,Beast,,EARTH,300,100,4,0.37
63009228,Rescue Interlacer,"During damage calculation, if your Cyberse monster is attacked (Quick Effect): You can discard this card; you take no battle damage from that battle. You can only use this effect of ""Rescue Interlacer"" once per turn. Once per turn, during the End Phase, if this card is in the GY because it was discarded there to activate this effect this turn: Special Summon this card.",Effect Monster,Cyberse,,LIGHT,1000,1200,3,0.07
85138716,Rescue Rabbit,"Cannot be Special Summoned from the Deck. You can banish this face-up card you control; Special Summon 2 Level 4 or lower Normal Monsters with the same name from your Deck, but destroy them during the End Phase. You can only use this effect of ""Rescue Rabbit"" once per turn.",Effect Monster,Beast,,EARTH,300,100,4,0.21
70630741,Rescue Warrior,"You take no Battle Damage from battles involving this card. If this card is destroyed by battle, select 1 face-up monster your opponent controls that you own, and take control of it.",Effect Monster,Warrior,,EARTH,1600,1700,4,0.19
24311595,Rescueroid,"When a ""roid"" monster you control is destroyed by battle and sent to the Graveyard, you can return that monster to its owner's hand.",Effect Monster,Machine,Roid,FIRE,1600,1800,6,0.26
23912837,Resh Shaddoll Incarnation,"Target 1 ""Shaddoll"" monster in your GY; Special Summon it in face-up or face-down Defense Position.
You can banish this card and 1 ""Shaddoll"" card from your GY, then activate 1 of these effects;
● Change 1 face-down monster you control to face-up Defense Position.
● Change 1 face-up monster you control to face-down Defense Position.
You can only use 1 ""Resh Shaddoll Incarnation"" effect per turn, and only once that turn.",Trap Card,Normal,Shaddoll,,,,,0.86
62420419,Reshef the Dark Being,"This card can only be Ritual Summoned with the Ritual Spell Card, ""Final Ritual of the Ancients"". Once per turn, by discarding 1 Spell Card from your hand, take control of 1 monster on your opponent's side of the field until the end of this turn.",Ritual Effect Monster,Fiend,,LIGHT,2500,1500,8,5.82
92610868,ReSolfachord Dreamia,"While you have an odd Pendulum Scale in your Pendulum Zone, if a ""Solfachord"" Pendulum Monster Card(s) you control would be destroyed by your opponent's card effect, you can destroy this card instead of 1 of those cards. If you control a ""Solfachord"" card in your Pendulum Zone: You can Special Summon this card from your hand. You can only use this effect of ""ReSolfachord Dreamia"" once per turn.",Pendulum Effect Monster,Fairy,Solfachord,WIND,600,400,2,0.20
26864586,Resonance Device,"Target 2 face-up monsters you control with the same Type and Attribute; change one of their Levels to the current Level of the other, until the End Phase.",Spell Card,Normal,,,,,,0.16
96938986,Resonance Insect,"If this card is sent from the field to the Graveyard: You can add 1 Level 5 or higher Insect-Type monster from your Deck to your hand. If this card is banished: You can send 1 Insect-Type monster from your Deck to the Graveyard, except ""Resonance Insect"".",Effect Monster,Insect,,EARTH,1000,700,4,1.75
59593925,Resonant Destruction,"Each time a ""Resonator"" monster(s) is sent to the Graveyard as a Synchro Material: Target 1 card your opponent controls; destroy that target. Destroy this card during your 2nd End Phase after activation.",Spell Card,Continuous,Resonator,,,,,0.31
23008320,Resonator Call,"Add 1 ""Resonator"" monster from your Deck to your hand.",Spell Card,Normal,Resonator,,,,,0.61
8559524,Resonator Command,"Discard 1 ""Resonator"" monster; add 1 Level 4 or lower Fiend monster from your Deck to your hand. You can only activate 1 ""Resonator Command"" per turn.",Spell Card,Quick-Play,Resonator,,,,,0.24
15576074,Resonator Engine,"Target 2 ""Resonator"" monsters in your Graveyard; add 1 Level 4 monster from your Deck to your hand, and if you do, return those targets to the Deck.",Spell Card,Normal,Resonator,,,,,0.19
8951260,Respect Play,"During their respective turns, each player must show their opponent their hand.",Trap Card,Continuous,,,,,,0.14
98552723,Restoration of the Monarchs,"Activate this card by targeting 1 monster in your GY with 2400 ATK/1000 DEF, or 2800 ATK/1000 DEF; Special Summon it in Defense Position, but negate its effects, also equip it with this card. When this card leaves the field, destroy that monster. The equipped monster can be treated as 2 Tributes for a Tribute Summon. You can only activate 1 ""Restoration of the Monarchs"" per turn.",Spell Card,Equip,Monarch,,,,,0.09
74163487,Restoration Point Guard,"2 Cyberse monsters
Once per turn, if another Link Monster is Link Summoned: This card cannot be destroyed by battle or card effects for the rest of this turn. If a Link Monster, that was Link Summoned using this card as material, is destroyed by an opponent's card effect, while this card is in the GY (except during the Damage Step): You can Special Summon this card. You can only use this effect of ""Restoration Point Guard"" once per turn.",Link Monster,Cyberse,,DARK,1000,,,0.07
99518961,Restructer Revolution,Inflict 200 points of damage to your opponent's Life Points for each card in your opponent's hand.,Spell Card,Normal,,,,,,0.25
49082032,Resurgam Xyz,"All Xyz Monsters you control gain 800 ATK. Once per turn: You can discard 1 Spell, then target 1 Xyz Monster you control; Special Summon from your Extra Deck, 1 ""Number C"" monster or 1 ""CXyz"" monster, with the same Type as that monster you control but 1 Rank higher, by using it as material. (This is treated as an Xyz Summon. Transfer its materials to the Summoned monster.) If you discarded a card other than a ""Rank-Up-Magic"" Spell to activate this effect, return that Special Summoned monster to the Extra Deck during the End Phase (even if this card leaves the field).",Trap Card,Continuous,,,,,,0.12
100417036,Resurrection Breath,"If you control ""Brave Token"": Special Summon up to 2 monsters with different names from your hand and/or GY (but banish them when they leave the field), then you can equip 1 Equip Spell that specifically lists ""Brave Token"" in its text from your hand or GY to 1 appropriate monster you control. You can only activate 1 ""Resurrection Breath"" per turn.",Trap Card,Normal,Brave Token,,,,,0.00
39399168,Resurrection of Chakra,"This card is used to Ritual Summon ""Chakra"". You must also Tribute monsters from your hand or field whose total Levels equal 7 or more.",Spell Card,Ritual,,,,,,0.17
55702233,Ret-time Reviver Emit-ter,"If this card is in your hand or GY: You can target 1 face-up monster on each field; change them to face-down Defense Position, and if you do, Special Summon this card, but banish it when it leaves the field. You can only use this effect of ""Ret-time Reviver Emit-ter"" once per turn.",Tuner Monster,Fairy,,DARK,800,0,2,0.72
46502744,"Retaliating ""C""","During either player's turn, when your opponent activates a Spell Card that includes an effect that Special Summons a monster(s): You can Special Summon this card from your hand. If Summoned this way, while this card is face-up on the field, any card sent to the Graveyard is banished instead. If this card is sent from the field to the Graveyard: You can add 1 EARTH Insect-Type monster with 1500 or less ATK from your Deck to your hand, except ""Retaliating ""C"""".",Effect Monster,Insect,,EARTH,1400,1400,4,0.66
22747316,Retort,"When your opponent activates a Spell/Trap Card with the same name as one in your Graveyard: Negate the activation, and if you do, destroy that card. Then you can add 1 card with that name from your Graveyard to your hand.",Trap Card,Counter,,,,,,1.48
47247413,Return,When your opponent adds a card(s) from the Graveyard to their hand: They must shuffle 1 of those cards into their Deck.,Trap Card,Normal,,,,,,0.10
27174286,Return from the Different Dimension,"Pay half your Life Points; Special Summon as many of your banished monsters as possible. During the End Phase, banish all monsters that were Special Summoned by this effect.",Trap Card,Normal,,,,,,1.09
19827717,Return of the Doomed,Discard 1 Monster Card from your hand to the Graveyard. Return 1 of your monsters destroyed and sent to your Graveyard as a result of battle during this turn to your hand at the end of this turn.,Spell Card,Normal,,,,,,0.20
6853254,Return of the Dragon Lords,"Target 1 Level 7 or 8 Dragon monster in your GY; Special Summon it. If a Dragon monster(s) you control would be destroyed by battle or card effect, you can banish this card from your GY instead.",Spell Card,Normal,,,,,,7.73
